timestamp,corridor_id,corridor_name,curr_precip_mm,forecast_rain_6h_sum_mm,forecast_rain_max_intensity_mm,forecast_precip_prob_max,wind_speed_kmh,wind_gust_kmh,visibility_km,severe_weather_flag,antecedent_rain_24h_mm,antecedent_rain_72h_mm,elevation_m,slope_angle_deg,terrain_type,road_class,historical_vulnerability_score,is_monsoon_season,month_of_year,hour_of_day,active_incidents_nearby_15km,disruption_within_6h
2025-07-20T02:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,10.8,5.5,61.9,17.6,24.3,7.8,0,19.6,67.0,1393.7,39.0,Steep Ghat,national_highway,0.845,1,7,2,0,0
2025-07-20T03:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,4.7,1.8,52.7,21.1,36.0,10.4,0,42.2,92.5,1207.1,32.6,Steep Ghat,arterial,0.613,1,7,3,0,0
2025-07-20T04:00:00+00:00,SH-4,Haflong Hill Cut Route,5.2,35.1,9.4,87.1,36.8,60.6,8.9,0,40.1,114.7,891.6,28.0,Steep Ghat,state_highway,0.685,1,7,4,0,1
2025-07-20T05:00:00+00:00,SH-4,Haflong Hill Cut Route,19.8,53.3,29.5,100.0,32.1,50.7,7.6,0,55.0,125.8,808.7,29.1,Steep Ghat,state_highway,0.756,1,7,5,1,1
2025-07-20T06:00:00+00:00,SH-4,Haflong Hill Cut Route,9.5,47.9,17.3,100.0,24.8,33.3,7.8,0,43.0,94.2,851.4,30.0,Steep Ghat,state_highway,0.785,1,7,6,1,1
2025-07-20T06:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,0.0,0.0,9.0,16.8,22.2,8.8,0,81.6,230.3,1415.1,32.8,Steep Ghat,national_highway,0.875,1,7,6,1,1
2025-07-20T09:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,16.7,90.9,25.0,100.0,34.8,55.8,4.9,0,40.4,132.1,1380.0,28.6,Steep Ghat,national_highway,0.781,1,7,9,1,1
2025-07-20T11:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,12.9,6.0,63.4,26.7,34.9,7.5,0,29.2,92.6,1182.1,35.0,Steep Ghat,arterial,0.645,1,7,11,0,0
2025-07-20T15:00:00+00:00,NH-29,Dimapur-Kohima Corridor,6.3,24.0,7.8,92.5,16.9,24.4,6.6,0,52.0,132.9,1450.1,35.0,Steep Ghat,national_highway,0.926,1,7,15,1,1
2025-07-20T18:00:00+00:00,NH-37,Kaziranga Flood Bypass,17.9,56.4,23.7,100.0,25.0,35.8,5.5,1,38.2,124.3,41.3,1.0,Plain,national_highway,0.513,1,7,18,0,0
2025-07-20T20:00:00+00:00,SH-4,Haflong Hill Cut Route,1.4,12.0,4.8,48.4,17.5,23.5,8.6,0,55.6,173.2,861.7,28.5,Steep Ghat,state_highway,0.765,1,7,20,2,1
2025-07-20T23:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,12.0,5.2,49.3,20.2,27.7,10.4,0,28.9,76.4,1457.4,40.0,Steep Ghat,national_highway,0.847,1,7,23,2,1
2025-07-21T03:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,0.0,0.0,0.0,12.3,9.7,14.9,9.1,0,103.4,214.3,126.2,4.8,Plain,national_highway,0.333,1,7,3,0,0
2025-07-21T06:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,9.8,35.9,50.9,11.6,0,47.3,128.1,40.0,3.0,Plain,national_highway,0.424,1,7,6,0,0
2025-07-21T06:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,0.0,0.0,10.2,11.0,17.4,9.8,0,140.6,327.8,1146.0,31.6,Steep Ghat,arterial,0.622,1,7,6,1,1
2025-07-21T07:00:00+00:00,NH-29,Dimapur-Kohima Corridor,9.4,32.6,11.0,100.0,15.4,25.5,5.6,0,22.3,73.3,1364.6,34.9,Steep Ghat,national_highway,0.895,1,7,7,0,1
2025-07-21T09:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,1.3,0.6,49.7,15.8,28.1,9.9,0,102.5,211.6,1391.5,35.8,Steep Ghat,national_highway,0.873,1,7,9,1,1
2025-07-21T11:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.4,13.9,3.8,70.1,20.5,35.1,9.0,0,62.0,172.7,952.0,21.1,Foothill,state_highway,0.602,1,7,11,2,0
2025-07-21T13:00:00+00:00,NH-29,Dimapur-Kohima Corridor,11.3,45.1,20.8,99.2,13.7,19.8,7.9,0,65.2,211.8,1342.4,37.6,Steep Ghat,national_highway,0.949,1,7,13,3,1
2025-07-21T13:00:00+00:00,SH-4,Haflong Hill Cut Route,4.4,21.5,9.0,71.3,15.3,20.2,9.6,0,56.1,177.2,827.2,31.1,Steep Ghat,state_highway,0.79,1,7,13,0,1
2025-07-21T14:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,8.6,4.4,64.2,22.8,37.6,8.4,0,83.8,179.2,746.8,25.8,Steep Ghat,state_highway,0.865,1,7,14,1,1
2025-07-21T15:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,2.1,15.9,5.2,74.8,19.6,29.3,9.4,0,36.6,98.5,898.1,23.8,Foothill,state_highway,0.61,1,7,15,0,0
2025-07-21T17:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,12.6,4.5,71.2,24.4,37.3,9.0,0,28.0,74.6,1170.6,29.7,Steep Ghat,arterial,0.674,1,7,17,0,0
2025-07-21T22:00:00+00:00,RD-NER-01,Tawang Border Access,1.9,13.2,6.9,61.3,21.7,34.0,11.0,0,30.0,79.2,2807.2,38.5,High Mountain Ridge,arterial,0.715,1,7,22,2,1
2025-07-21T22:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,0.0,0.0,24.3,21.7,37.2,12.0,0,32.3,60.9,1447.3,35.9,Steep Ghat,national_highway,0.876,1,7,22,0,0
2025-07-21T22:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,9.1,46.3,28.2,100.0,20.3,27.9,7.1,0,49.8,121.2,952.6,22.9,Foothill,state_highway,0.633,1,7,22,0,1
2025-07-22T05:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,0.5,0.2,55.7,13.5,22.1,9.8,0,53.4,157.6,1140.2,35.2,Steep Ghat,arterial,0.621,1,7,5,0,0
2025-07-22T05:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,14.6,84.2,44.8,100.0,29.8,50.8,7.7,0,107.8,258.0,1242.9,25.5,Steep Ghat,arterial,0.603,1,7,5,1,1
2025-07-22T06:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,4.6,31.2,9.6,93.8,22.1,30.5,10.9,0,141.7,331.9,1433.0,34.8,Steep Ghat,national_highway,0.764,1,7,6,2,1
2025-07-22T07:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,7.3,2.9,52.1,19.4,31.5,8.6,0,18.9,66.8,1380.7,37.4,Steep Ghat,national_highway,0.897,1,7,7,1,1
2025-07-22T09:00:00+00:00,NH-6,Shillong-Jowai-Silchar,2.6,11.3,3.4,45.8,23.6,39.7,10.3,0,113.1,239.5,1382.5,32.5,Steep Ghat,national_highway,0.811,1,7,9,0,1
2025-07-22T09:00:00+00:00,RD-NER-01,Tawang Border Access,19.5,51.3,22.6,100.0,35.2,51.1,9.5,0,88.9,257.4,2761.1,41.2,High Mountain Ridge,arterial,0.705,1,7,9,1,1
2025-07-22T10:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.7,15.3,8.0,64.6,22.1,31.2,11.7,0,41.1,133.5,1662.9,40.7,High Mountain Ridge,national_highway,0.955,1,7,10,3,1
2025-07-22T10:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,0.0,6.9,2.3,58.8,23.5,41.1,7.0,0,115.5,369.8,40.0,1.0,Plain,national_highway,0.341,1,7,10,1,0
2025-07-22T13:00:00+00:00,NH-29,Dimapur-Kohima Corridor,26.8,136.5,88.3,100.0,28.4,44.2,1.0,1,91.4,202.0,1378.4,31.6,Steep Ghat,national_highway,0.98,1,7,13,1,1
2025-07-22T13:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,9.6,16.1,23.6,10.1,0,29.5,63.7,40.0,7.1,Plain,national_highway,0.558,1,7,13,0,0
2025-07-22T16:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,2.5,1.3,39.1,19.5,27.5,10.7,0,53.1,136.8,1061.1,30.9,Steep Ghat,arterial,0.629,1,7,16,0,1
2025-07-22T17:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.5,12.6,4.8,66.4,33.7,59.5,9.7,0,44.4,144.5,1329.2,31.7,Steep Ghat,national_highway,0.693,1,7,17,0,1
2025-07-22T20:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,11.0,38.4,14.1,100.0,32.0,49.8,7.6,0,30.3,97.1,878.8,21.6,Foothill,state_highway,0.594,1,7,20,0,0
2025-07-22T21:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,0.0,0.0,14.2,26.7,46.3,12.0,0,27.0,95.5,907.1,32.5,Steep Ghat,state_highway,0.823,1,7,21,1,0
2025-07-23T01:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,12.0,60.4,26.1,100.0,17.7,30.4,8.8,0,109.9,278.2,953.8,20.6,Foothill,state_highway,0.516,1,7,1,1,1
2025-07-23T01:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,1.1,3.2,2.0,48.0,26.2,39.3,10.7,0,46.5,157.6,926.0,20.9,Foothill,state_highway,0.515,1,7,1,1,1
2025-07-23T01:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,0.0,0.0,23.0,18.0,31.9,7.0,0,20.5,49.0,2748.0,42.7,High Mountain Ridge,arterial,0.638,1,7,1,0,0
2025-07-23T03:00:00+00:00,NH-29,Dimapur-Kohima Corridor,5.6,25.4,13.8,96.4,15.6,26.9,9.5,0,111.0,296.3,1463.1,39.0,Steep Ghat,national_highway,0.957,1,7,3,1,1
2025-07-23T03:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.0,3.1,1.3,45.6,33.8,60.1,8.2,0,24.4,90.9,917.9,26.1,Foothill,state_highway,0.671,1,7,3,0,0
2025-07-23T10:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,2.5,1.3,55.6,27.2,36.9,10.2,0,42.0,115.7,2757.7,40.9,High Mountain Ridge,arterial,0.647,1,7,10,0,0
2025-07-23T11:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.0,0.0,0.0,7.9,18.8,31.9,9.9,0,46.9,176.4,1555.4,38.3,High Mountain Ridge,national_highway,0.85,1,7,11,1,1
2025-07-23T14:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,0.0,0.0,9.7,20.0,31.3,10.6,0,5.4,19.5,1268.4,34.5,Steep Ghat,national_highway,0.862,1,7,14,2,0
2025-07-23T14:00:00+00:00,NH-10,Siliguri-Gangtok Highway,14.3,69.0,44.1,100.0,22.0,34.5,4.0,1,102.7,256.9,1673.1,44.7,High Mountain Ridge,national_highway,0.927,1,7,14,2,1
2025-07-23T15:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,5.5,2.8,55.5,28.1,47.6,10.1,0,70.9,165.0,1484.3,38.7,Steep Ghat,national_highway,0.84,1,7,15,2,1
2025-07-23T16:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,0.0,0.0,6.5,23.5,33.9,7.9,0,63.5,131.3,864.8,28.3,Steep Ghat,state_highway,0.75,1,7,16,1,1
2025-07-23T17:00:00+00:00,NH-10,Siliguri-Gangtok Highway,3.1,25.9,7.9,95.6,23.3,37.3,8.7,0,23.7,81.0,1664.2,34.4,High Mountain Ridge,national_highway,0.887,1,7,17,2,1
2025-07-23T19:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,10.2,5.1,68.5,19.7,33.2,9.7,0,41.1,126.4,2889.8,45.9,High Mountain Ridge,arterial,0.678,1,7,19,0,1
2025-07-23T20:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,13.6,3.6,71.7,28.2,44.2,9.9,0,30.2,93.4,2825.0,46.3,High Mountain Ridge,arterial,0.715,1,7,20,1,1
2025-07-23T21:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,9.3,24.6,7.5,81.6,26.0,38.2,7.0,0,56.6,159.3,74.6,1.0,Plain,national_highway,0.233,1,7,21,0,0
2025-07-23T21:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,7.4,34.5,16.5,100.0,27.7,48.8,7.1,0,85.9,206.1,1178.0,31.4,Steep Ghat,arterial,0.745,1,7,21,0,1
2025-07-23T23:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,15.5,20.7,29.1,9.5,0,36.8,95.1,110.1,6.1,Plain,national_highway,0.519,1,7,23,0,0
2025-07-23T23:00:00+00:00,NH-37,Kaziranga Flood Bypass,3.0,15.3,5.4,75.1,18.8,25.3,8.4,0,41.9,154.4,90.5,4.4,Plain,national_highway,0.504,1,7,23,0,0
2025-07-24T01:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,0.0,0.0,15.6,23.1,38.4,8.7,0,55.0,147.6,1375.7,29.0,Steep Ghat,national_highway,0.868,1,7,1,0,0
2025-07-24T02:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,4.5,1.7,55.6,27.6,42.3,11.5,0,32.3,96.2,1170.3,29.1,Steep Ghat,arterial,0.608,1,7,2,0,0
2025-07-24T09:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,9.4,33.3,14.7,97.2,24.5,36.8,9.7,0,85.1,186.7,40.4,6.0,Plain,national_highway,0.31,1,7,9,1,1
2025-07-24T10:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,3.4,0.9,58.4,2.0,5.0,12.0,0,63.9,148.5,1448.4,32.9,Steep Ghat,national_highway,0.726,1,7,10,0,1
2025-07-24T14:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.0,0.0,0.0,6.1,17.6,24.4,10.0,0,26.6,105.9,969.9,24.3,Foothill,state_highway,0.62,1,7,14,0,0
2025-07-24T15:00:00+00:00,NH-10,Siliguri-Gangtok Highway,7.9,35.6,22.5,86.6,39.7,54.1,8.0,0,42.0,126.7,1741.9,42.7,High Mountain Ridge,national_highway,0.977,1,7,15,1,1
2025-07-24T15:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,0.0,0.0,14.9,13.4,19.8,6.6,0,66.2,141.4,1171.9,33.8,Steep Ghat,arterial,0.579,1,7,15,0,1
2025-07-24T16:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,4.4,28.5,16.7,83.1,14.0,24.8,10.8,0,40.1,118.1,950.8,23.5,Foothill,state_highway,0.578,1,7,16,1,1
2025-07-24T20:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,0.0,0.0,21.1,16.9,27.2,9.5,0,38.7,99.7,1430.0,30.0,Steep Ghat,national_highway,0.757,1,7,20,2,0
2025-07-24T21:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,0.0,0.0,23.5,21.7,33.5,8.3,0,41.9,105.6,820.8,30.4,Steep Ghat,state_highway,0.811,1,7,21,2,0
2025-07-24T21:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,11.0,46.2,29.8,100.0,18.8,26.5,9.4,0,67.8,140.9,55.7,5.1,Plain,national_highway,0.321,1,7,21,4,1
2025-07-24T23:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.0,0.0,0.0,6.5,16.8,27.9,10.4,0,9.2,27.1,952.0,28.0,Foothill,state_highway,0.582,1,7,23,0,0
2025-07-25T00:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,9.5,26.7,8.2,90.6,29.6,40.3,7.9,0,64.3,190.3,120.8,1.1,Plain,national_highway,0.338,1,7,0,1,0
2025-07-25T00:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,0.0,0.0,0.0,13.2,9.3,14.5,9.3,0,26.1,75.5,40.0,6.5,Plain,national_highway,0.291,1,7,0,0,0
2025-07-25T02:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,0.0,0.0,16.1,27.7,38.9,8.0,0,34.1,116.7,1188.3,32.6,Steep Ghat,arterial,0.604,1,7,2,1,0
2025-07-25T02:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,0.0,0.0,23.6,15.1,20.3,8.5,0,21.0,74.6,2771.7,44.6,High Mountain Ridge,arterial,0.606,1,7,2,0,0
2025-07-25T02:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,0.0,0.0,14.3,21.5,32.6,10.4,0,37.0,114.7,1344.9,34.6,Steep Ghat,national_highway,0.905,1,7,2,1,0
2025-07-25T03:00:00+00:00,NH-29,Dimapur-Kohima Corridor,13.4,50.6,29.7,100.0,37.3,52.7,9.7,0,82.8,232.7,1425.5,40.1,Steep Ghat,national_highway,0.928,1,7,3,0,1
2025-07-25T04:00:00+00:00,NH-37,Kaziranga Flood Bypass,1.4,15.8,9.4,78.1,12.7,18.5,12.0,0,68.3,202.4,46.2,1.0,Plain,national_highway,0.432,1,7,4,2,0
2025-07-25T05:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,18.1,57.6,32.7,100.0,28.8,40.6,7.0,0,101.8,215.4,98.8,4.5,Plain,national_highway,0.294,1,7,5,0,0
2025-07-25T06:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,7.9,30.3,16.3,80.2,25.1,39.8,5.3,0,95.7,248.6,1169.4,34.5,Steep Ghat,arterial,0.582,1,7,6,1,1
2025-07-25T07:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,0.0,0.0,18.5,17.0,28.2,12.0,0,7.7,47.5,1190.3,30.6,Steep Ghat,arterial,0.603,1,7,7,1,0
2025-07-25T08:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.0,0.0,0.0,24.4,19.1,25.9,9.5,0,10.7,42.4,1015.9,23.1,Foothill,state_highway,0.612,1,7,8,0,0
2025-07-25T11:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.0,0.0,0.0,19.6,33.2,52.1,10.9,0,39.8,110.7,864.0,25.5,Foothill,state_highway,0.744,1,7,11,1,0
2025-07-25T11:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.0,19.6,6.2,78.2,26.1,42.1,8.3,0,28.7,79.3,1660.2,39.8,High Mountain Ridge,national_highway,0.898,1,7,11,0,1
2025-07-25T11:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,4.1,16.3,4.9,79.9,19.0,31.6,11.8,0,37.8,138.6,40.0,6.6,Plain,national_highway,0.374,1,7,11,0,0
2025-07-25T13:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,0.5,0.3,48.7,10.5,17.1,8.9,0,6.4,33.4,1400.9,32.6,Steep Ghat,national_highway,0.844,1,7,13,2,0
2025-07-25T13:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,0.0,0.0,12.0,7.3,11.2,9.5,0,16.3,49.0,1329.7,32.2,Steep Ghat,national_highway,0.912,1,7,13,1,0
2025-07-25T17:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,13.8,6.9,60.5,17.9,25.5,10.4,0,19.9,53.2,1402.6,38.4,Steep Ghat,national_highway,0.886,1,7,17,1,1
2025-07-25T18:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,0.0,0.0,7.8,20.8,33.0,7.3,0,67.7,175.0,755.9,28.0,Steep Ghat,state_highway,0.858,1,7,18,2,1
2025-07-25T18:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,1.1,0.6,43.3,18.9,31.4,10.6,0,60.4,173.7,852.2,24.1,Steep Ghat,state_highway,0.83,1,7,18,0,1
2025-07-25T19:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.0,0.0,0.0,18.1,13.8,20.5,10.0,0,15.2,68.2,1650.3,37.3,High Mountain Ridge,national_highway,0.92,1,7,19,3,0
2025-07-25T20:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,14.3,8.0,53.6,22.4,29.9,10.6,0,67.2,224.3,40.0,7.7,Plain,national_highway,0.532,1,7,20,0,0
2025-07-25T22:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,0.0,0.0,12.3,21.9,29.7,11.2,0,23.4,84.4,830.3,33.7,Steep Ghat,state_highway,0.847,1,7,22,1,0
2025-07-25T23:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,0.0,0.0,14.4,20.9,33.4,12.0,0,41.5,127.8,1431.5,28.1,Steep Ghat,national_highway,0.714,1,7,23,0,0
2025-07-25T23:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.0,0.0,0.0,18.3,16.0,26.2,7.3,0,65.4,155.3,1572.5,34.9,High Mountain Ridge,national_highway,0.943,1,7,23,1,1
2025-07-26T00:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.7,11.6,6.0,72.5,21.2,30.4,10.1,0,129.8,309.3,1335.2,34.6,Steep Ghat,national_highway,0.943,1,7,0,0,1
2025-07-26T00:00:00+00:00,NH-29,Dimapur-Kohima Corridor,54.2,187.2,56.3,100.0,29.5,43.4,1.0,1,102.2,325.7,1409.4,39.6,Steep Ghat,national_highway,0.923,1,7,0,1,1
2025-07-26T01:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,0.0,0.0,13.0,22.3,29.8,10.4,0,52.0,160.4,1433.4,34.3,Steep Ghat,national_highway,0.885,1,7,1,0,0
2025-07-26T02:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,0.0,0.0,0.0,7.6,18.1,24.5,12.0,0,31.5,94.4,1189.3,32.3,Steep Ghat,arterial,0.654,1,7,2,0,0
2025-07-26T03:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,13.4,4.4,77.7,19.3,30.8,10.1,0,34.6,135.4,1348.6,29.9,Steep Ghat,national_highway,0.777,1,7,3,0,0
2025-07-26T07:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,20.0,20.2,31.0,10.0,0,36.5,87.7,127.0,2.0,Plain,national_highway,0.576,1,7,7,0,0
2025-07-26T12:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,6.2,39.7,22.7,100.0,28.6,39.6,11.6,0,22.9,63.8,1015.1,25.0,Foothill,state_highway,0.549,1,7,12,0,1
2025-07-26T14:00:00+00:00,NH-10,Siliguri-Gangtok Highway,10.2,46.7,14.6,100.0,26.2,42.1,9.6,1,43.0,90.3,1612.6,40.3,High Mountain Ridge,national_highway,0.92,1,7,14,1,1
2025-07-26T14:00:00+00:00,SH-4,Haflong Hill Cut Route,0.0,0.0,0.0,13.7,14.7,23.0,10.0,0,38.1,119.7,813.6,29.3,Steep Ghat,state_highway,0.761,1,7,14,1,0
2025-07-26T16:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,0.0,0.0,14.0,22.5,37.8,9.1,0,166.2,396.3,2774.1,44.3,High Mountain Ridge,arterial,0.67,1,7,16,0,1
2025-07-26T17:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,0.0,0.0,17.7,15.7,22.4,10.0,0,70.6,222.0,1396.6,35.3,Steep Ghat,national_highway,0.875,1,7,17,2,1
2025-07-26T20:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,1.6,0.5,54.1,21.0,27.4,8.9,0,24.9,84.2,1384.8,39.3,Steep Ghat,national_highway,0.816,1,7,20,3,0
2025-07-26T23:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,0.0,0.0,13.6,19.0,33.6,11.7,0,55.5,117.0,2819.5,39.6,High Mountain Ridge,arterial,0.644,1,7,23,1,1
2025-07-27T03:00:00+00:00,NH-10,Siliguri-Gangtok Highway,7.1,34.3,15.2,100.0,11.3,14.7,9.3,0,44.8,81.7,1584.9,41.0,High Mountain Ridge,national_highway,0.981,1,7,3,0,1
2025-07-27T03:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,7.9,46.0,24.5,100.0,19.3,28.4,8.3,0,92.4,200.9,40.0,7.1,Plain,national_highway,0.284,1,7,3,3,1
2025-07-27T07:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,4.4,1.6,50.3,18.7,32.8,11.4,0,4.3,33.8,40.0,8.4,Plain,national_highway,0.572,1,7,7,0,0
2025-07-27T08:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,0.0,0.0,0.0,22.1,20.2,29.6,12.0,0,46.9,104.1,40.0,1.0,Plain,national_highway,0.349,1,7,8,1,0
2025-07-27T11:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.0,0.0,0.0,21.6,30.6,44.6,11.7,0,6.0,37.7,1671.4,39.4,High Mountain Ridge,national_highway,0.916,1,7,11,0,0
2025-07-27T18:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,46.0,225.1,105.5,100.0,36.2,61.3,1.7,1,114.6,367.2,87.3,1.0,Plain,national_highway,0.316,1,7,18,1,1
2025-07-27T19:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,6.8,9.2,12.6,11.1,0,62.5,201.7,97.9,1.0,Plain,national_highway,0.484,1,7,19,3,0
2025-07-27T19:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,11.7,32.7,9.0,100.0,16.4,28.1,8.7,1,72.7,247.5,1204.1,33.1,Steep Ghat,arterial,0.661,1,7,19,2,1
2025-07-28T00:00:00+00:00,NH-10,Siliguri-Gangtok Highway,9.2,35.2,16.6,100.0,27.6,46.6,10.6,0,27.8,103.0,1669.7,32.9,High Mountain Ridge,national_highway,0.909,1,7,0,3,1
2025-07-28T02:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,0.0,0.0,24.9,18.3,32.1,8.4,0,69.0,209.6,2710.9,43.5,High Mountain Ridge,arterial,0.656,1,7,2,1,1
2025-07-28T02:00:00+00:00,NH-27,Guwahati-Nagaon-Lumding,0.0,0.0,0.0,15.0,22.8,34.6,10.1,0,50.2,176.5,54.1,6.0,Plain,national_highway,0.381,1,7,2,0,0
2025-07-28T03:00:00+00:00,NH-37,Kaziranga Flood Bypass,16.6,71.0,27.7,100.0,20.6,32.9,6.2,0,58.0,185.2,50.9,2.7,Plain,national_highway,0.562,1,7,3,0,0
2025-07-28T04:00:00+00:00,SH-4,Haflong Hill Cut Route,36.4,144.5,68.9,100.0,38.2,66.1,0.9,1,100.9,312.6,862.9,27.1,Steep Ghat,state_highway,0.72,1,7,4,2,1
2025-07-28T05:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.0,0.0,0.0,5.4,14.5,19.8,9.9,0,167.9,428.5,902.8,21.1,Foothill,state_highway,0.71,1,7,5,1,1
2025-07-28T06:00:00+00:00,NH-37,Kaziranga Flood Bypass,7.3,27.4,12.5,95.8,31.9,44.5,8.7,0,113.2,214.9,139.0,10.4,Plain,national_highway,0.515,1,7,6,6,1
2025-07-28T10:00:00+00:00,NH-6,Shillong-Jowai-Silchar,0.0,1.3,0.8,54.9,23.8,31.6,10.4,0,43.1,101.8,1359.9,33.2,Steep Ghat,national_highway,0.874,1,7,10,2,1
2025-07-28T10:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,28.4,98.6,55.6,100.0,35.0,61.8,1.5,1,69.7,222.2,933.5,19.2,Foothill,state_highway,0.675,1,7,10,2,1
